,Player,Age,Team,Position,GamesPlayed,Goals,Assists,Points,PlusMinus,PenaltyMinutes,PointShare,EV,PP,SH,GW,EV.1,PP.1,SH.1,Shots,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,Pos,GP,GoalsCreated,GoalsPerGame,AssistsPerGame,PointsPerGame,GoalsCreatedPerGame,PenaltyMinutesPerGame,ShotsPerGame,AdjustedGoals,AdjustedAssists,AdjustedPts,AdjustedGoalsCreated,TGF,PGF,TGA,PGA,xGF,xGA,ExpectedPlusMinus,OPS,DPS,PointShares
317,Mark Giordano,38,TOT,D,75,8,27,35,-9,57,4.9,6,0,2,1,15,12,0,151,5.3,1566,1253,139,75,0,0,,1202,1063,53.1,2.5,879,778,53.0,2.9,9.8,86.7,96.5,53.6,46.4,1253,1008,19,49,348,43.4,D,75,12,0.11,0.36,0.47,0.15,0.76,2.01,8,25,33,11,83,17,93,18,53.8,42.9,10.9,2.2,2.7,4.9
318,Samuel Girard,23,COL,D,67,5,23,28,-4,20,3.5,5,0,0,1,16,7,0,79,6.3,1450,1299,90,65,0,0,,1301,1199,52.0,-1.1,931,914,50.5,-1.7,8.9,90.6,99.6,52.0,48.0,1298,1143,21,28,188,42.0,D,67,9,0.07,0.34,0.42,0.13,0.3,1.18,5,22,27,9,77,15,68,2,56.7,57.1,-0.4,1.4,2.1,3.5
319,Zemgus Girgensons,28,BUF,C,56,10,8,18,-7,27,1.3,7,3,0,1,7,1,0,92,10.9,828,887,25,81,143,144,49.8,511,558,47.8,-1.5,408,439,48.2,0.0,6.8,91.9,98.8,36.9,63.1,887,740,24,10,145,63.4,C,56,8,0.18,0.14,0.32,0.14,0.48,1.64,10,8,18,8,29,8,42,14,23.2,27.6,-4.4,0.4,0.8,1.3
320,Claude Giroux,34,TOT,C,75,21,44,65,-5,26,5.9,16,5,0,0,26,18,0,205,10.2,1430,1144,16,68,733,483,60.3,1210,947,56.1,8.9,911,717,56.0,8.7,8.5,89.5,98.0,53.3,46.7,1144,902,28,41,339,60.5,C/LW,75,23,0.28,0.59,0.87,0.31,0.35,2.73,20,42,62,22,90,31,76,12,53.4,40.7,12.8,4.4,1.5,5.9
322,Luke Glendening,32,DAL,C,82,9,7,16,-17,15,0.1,9,0,0,1,5,0,2,116,7.8,1157,847,59,179,425,299,58.7,673,884,43.2,-7.2,511,644,44.2,-6.0,6.1,91.2,97.3,28.3,71.7,847,710,17,14,193,60.1,C,82,7,0.11,0.09,0.2,0.08,0.18,1.41,9,7,16,7,23,0,63,23,29.1,37.9,-8.8,-0.8,1.0,0.1
323,Alex Goligoski,36,MIN,D,72,2,28,30,41,34,6.1,2,0,0,0,24,4,0,80,2.5,1363,1136,96,56,0,0,,1192,1024,53.8,3.3,922,766,54.6,4.4,12.7,91.6,104.3,55.3,44.7,1136,992,6,31,173,46.2,D,72,9,0.03,0.39,0.42,0.12,0.47,1.11,2,27,29,8,97,7,62,13,60.9,47.0,13.9,1.4,4.7,6.1
324,Barclay Goodrow,28,NYR,RW,79,13,20,33,13,69,2.9,12,0,1,2,17,0,3,116,11.2,1320,1003,54,130,366,375,49.4,845,1063,44.3,-4.4,634,776,45.0,-4.2,11.3,92.6,103.9,42.6,57.4,1002,824,39,37,182,63.7,RW,79,12,0.16,0.25,0.42,0.16,0.87,1.47,13,19,32,12,56,1,60,18,38.1,47.5,-9.4,0.7,2.2,2.9
325,Shayne Gostisbehere,28,ARI,D,82,14,37,51,-23,26,6.6,12,2,0,2,20,17,0,151,9.3,1820,1331,115,60,0,0,,1224,1544,44.2,-0.1,905,1181,43.4,-0.7,9.9,90.2,100.1,43.3,56.7,1331,1109,44,78,314,48.1,D,82,18,0.17,0.45,0.62,0.21,0.32,1.84,14,35,49,17,88,22,100,11,55.9,76.3,-20.4,4.0,2.6,6.6
326,Yanni Gourde,30,SEA,C,74,21,27,48,-13,45,4.2,17,3,1,3,20,4,3,127,16.5,1368,1109,31,77,444,453,49.5,1025,940,52.2,1.1,770,693,52.6,2.4,9.7,87.4,97.1,47.7,52.3,1109,896,54,38,246,52.0,C,74,19,0.28,0.36,0.65,0.25,0.61,1.72,20,26,46,18,66,11,87,19,42.1,40.8,1.3,2.8,1.4,4.2
327,Mikael Granlund,29,NSH,C,80,11,53,64,-9,33,4.1,8,3,0,3,28,25,0,117,9.4,1633,1225,45,92,569,637,47.2,1135,1201,48.6,-0.8,873,910,49.0,-1.0,10.7,89.2,99.9,58.4,41.6,1225,925,57,51,219,53.4,C,80,20,0.14,0.66,0.8,0.25,0.41,1.46,11,50,61,20,115,50,94,20,50.5,50.0,0.5,2.6,1.5,4.1
328,Derek Grant,31,ANA,C,71,15,14,29,-16,27,2.2,12,2,1,1,13,0,1,117,12.8,1016,859,49,69,204,216,48.6,687,847,44.8,-4.0,515,628,45.1,-3.6,8.3,89.1,97.4,39.9,60.1,859,684,21,17,193,60.6,C,71,12,0.21,0.2,0.41,0.17,0.38,1.65,15,13,28,12,36,3,71,22,31.2,34.6,-3.4,1.4,0.8,2.2
329,Ryan Graves,26,NJD,D,75,6,22,28,-9,24,4.1,6,0,0,0,22,0,0,111,5.4,1554,1243,135,90,0,0,,1298,1263,50.7,-0.6,976,965,50.3,-1.0,9.8,88.5,98.3,45.2,54.8,1243,1092,27,51,241,46.1,D,75,9,0.08,0.29,0.37,0.12,0.32,1.48,6,21,27,9,72,0,106,25,60.7,58.7,2.0,1.4,2.7,4.1
331,Andy Greene,39,NYI,D,69,2,8,10,-13,10,1.8,2,0,0,0,8,0,0,52,3.8,1201,1045,126,39,0,0,,827,1123,42.4,-5.0,624,825,43.1,-4.5,8.4,91.1,99.5,49.1,50.9,1045,940,14,45,126,41.3,D,69,3,0.03,0.12,0.14,0.05,0.14,0.75,2,8,10,3,39,0,61,9,40.4,52.7,-12.3,-0.3,2.1,1.8
332,Jordan Greenway,24,MIN,LW,62,10,17,27,26,69,2.6,9,1,0,3,16,1,0,110,9.1,903,874,31,155,18,31,36.7,677,715,48.6,-2.2,535,527,50.4,-0.5,12.5,93.1,105.7,45.3,54.7,874,765,14,16,166,66.3,LW,62,10,0.16,0.27,0.44,0.16,1.11,1.77,10,16,26,10,55,4,33,8,34.6,26.3,8.3,1.1,1.6,2.6
334,Noah Gregor,23,SJS,C,63,8,15,23,-21,25,1.0,8,0,0,1,12,3,0,156,5.1,941,896,49,118,12,23,34.3,717,901,44.3,-2.2,557,634,46.8,-0.7,6.7,89.7,96.5,48.6,51.4,896,803,28,14,263,59.3,C,63,8,0.13,0.24,0.37,0.13,0.4,2.48,8,14,22,8,32,5,50,2,34.1,39.4,-5.4,0.4,0.7,1.0
338,Benoit-Olivier Groulx,21,ANA,C,18,1,2,3,0,2,0.1,1,0,0,0,2,0,0,17,5.9,198,660,6,19,38,45,45.8,128,166,43.5,-5.1,92,127,42.0,-7.0,7.5,94.3,101.8,44.1,55.9,660,561,4,3,31,54.8,C,18,1,0.06,0.11,0.17,0.06,0.11,0.94,1,2,3,1,5,0,6,1,5.0,6.8,-1.7,-0.2,0.3,0.1
339,Carl Grundstrom,24,LAK,RW,54,9,6,15,4,26,1.6,9,0,0,1,6,0,0,83,10.8,588,653,19,134,6,13,31.6,523,462,53.1,0.9,382,359,51.6,-1.5,7.4,93.6,101.0,59.6,40.4,653,632,13,9,139,59.7,RW,54,7,0.17,0.11,0.28,0.12,0.48,1.54,9,6,15,7,20,0,16,0,19.9,22.7,-2.8,0.7,0.9,1.6
340,Matt Grzelcyk,28,BOS,D,73,4,20,24,22,24,5.8,4,0,0,2,15,5,0,118,3.4,1367,1124,83,40,0,0,,1239,1002,55.3,1.7,990,741,57.2,2.5,8.9,91.6,100.5,58.0,42.0,1124,1026,21,41,211,55.9,D,73,8,0.05,0.27,0.33,0.1,0.33,1.62,4,19,23,7,75,8,48,3,60.1,40.7,19.4,1.0,4.8,5.8
341,Radko Gudas,31,FLA,D,77,3,13,16,27,105,3.6,2,0,1,0,13,0,0,100,3.0,1387,1081,118,355,0,0,,1204,979,55.2,-2.4,885,719,55.2,-2.0,10.7,90.9,101.5,39.5,60.5,1080,951,28,57,222,45.0,D,77,5,0.04,0.17,0.21,0.07,1.36,1.3,3,12,15,5,76,0,71,22,63.3,48.0,15.3,0.1,3.5,3.6
342,Erik Gudbranson,30,CGY,D,78,6,11,17,15,68,4.2,6,0,0,0,11,0,0,129,4.7,1415,1088,92,145,0,0,,1250,925,57.5,2.5,943,738,56.1,1.2,8.0,92.9,100.9,62.4,37.6,1088,908,20,42,268,48.1,D,78,6,0.08,0.14,0.22,0.08,0.87,1.65,6,10,16,6,54,0,60,21,50.5,45.3,5.1,0.5,3.7,4.2
343,Jake Guentzel,27,PIT,C,76,40,44,84,13,44,9.7,33,7,0,7,29,15,0,264,15.2,1527,1206,38,72,13,12,52.0,1381,1205,53.4,2.5,1049,939,52.8,0.3,10.7,91.5,102.2,62.6,37.4,1206,988,41,23,434,60.8,C,76,33,0.53,0.58,1.11,0.44,0.58,3.47,39,42,81,33,126,43,70,0,70.2,58.8,11.3,7.6,2.2,9.7
345,Denis Gurianov,24,DAL,RW,73,11,20,31,2,16,2.6,7,4,0,2,17,3,0,144,7.6,1036,851,32,67,0,0,,831,911,47.7,-1.8,601,693,46.4,-3.6,8.6,93.8,102.4,52.0,48.0,851,732,12,46,281,51.2,RW,73,11,0.15,0.27,0.42,0.15,0.22,1.97,11,19,30,11,48,12,34,0,33.7,43.8,-10.1,1.1,1.5,2.6
347,Erik Gustafsson,29,CHI,D,59,3,15,18,-4,14,3.0,3,0,0,0,11,4,0,79,3.8,957,973,55,45,0,0,,777,737,51.3,6.6,584,572,50.5,5.9,8.9,90.5,99.4,73.2,26.8,973,850,10,39,173,45.7,D,59,6,0.05,0.25,0.31,0.09,0.24,1.34,3,14,17,5,50,10,44,0,35.9,34.1,1.8,0.8,2.2,3.0
348,Brandon Hagel,23,TOT,LW,77,25,19,44,-18,31,4.0,20,4,1,3,15,2,2,125,20.0,1259,981,32,63,24,33,42.1,1012,956,51.4,4.3,728,710,50.6,3.5,9.5,86.7,96.2,54.5,45.5,981,807,53,33,223,56.1,LW,77,18,0.32,0.25,0.57,0.24,0.4,1.62,24,18,42,18,71,18,80,9,42.9,48.9,-6.0,3.1,1.0,4.0
349,Carl Hagelin,33,WSH,LW,53,3,11,14,10,20,0.8,3,0,0,1,10,0,1,71,4.2,755,854,12,32,4,10,28.6,594,580,50.6,-0.1,456,433,51.3,0.1,7.6,94.1,101.7,27.1,72.9,854,738,14,15,117,60.7,LW,53,5,0.06,0.21,0.26,0.09,0.38,1.34,3,10,13,4,28,0,29,11,27.1,24.7,2.3,-0.4,1.2,0.8
350,Robert Hagg,26,TOT,D,64,1,8,9,-9,35,1.2,1,0,0,0,8,0,0,59,1.7,1025,961,102,138,0,0,,764,890,46.2,-5.3,591,688,46.2,-4.6,8.5,90.9,99.4,43.7,56.3,961,843,10,23,140,42.1,D,64,3,0.02,0.13,0.14,0.04,0.55,0.92,1,8,9,3,38,0,60,13,33.3,41.4,-8.1,-0.3,1.5,1.2
351,Nicolas Hague,23,VEG,D,52,4,10,14,6,38,2.9,4,0,0,0,10,0,0,116,3.4,970,1120,80,57,0,0,,847,785,51.9,0.8,640,557,53.5,1.6,10.3,88.8,99.1,52.9,47.1,1120,1004,25,23,239,48.5,D,52,5,0.08,0.19,0.27,0.1,0.73,2.23,4,9,13,5,53,1,56,10,38.7,36.3,2.4,0.6,2.3,2.9
352,Libor Hajek,23,NYR,D,17,0,1,1,-10,8,-0.3,0,0,0,0,1,0,0,12,0.0,223,788,26,7,0,0,,151,232,39.4,-5.7,118,171,40.8,-5.8,4.5,88.8,93.3,48.9,51.1,788,771,2,4,22,54.5,D,17,0,0.0,0.06,0.06,0.02,0.47,0.71,0,1,1,0,4,0,15,1,8.0,10.9,-2.9,-0.2,-0.2,-0.3
353,Jani Hakanpaa,29,DAL,D,80,4,8,12,1,43,3.5,4,0,0,0,7,0,1,68,5.9,1297,973,112,248,0,0,,858,1043,45.1,-4.7,651,748,46.5,-3.0,10.2,91.2,101.4,37.6,62.4,973,834,9,38,158,43.0,D,80,4,0.05,0.1,0.15,0.05,0.54,0.85,4,8,12,4,48,0,73,26,34.9,44.5,-9.6,-0.1,3.5,3.5
355,Taylor Hall,30,BOS,LW,81,20,41,61,11,42,6.2,13,7,0,3,33,8,0,217,9.2,1329,985,36,55,18,21,46.2,1146,934,55.1,1.3,926,710,56.6,1.7,9.2,90.3,99.4,65.9,34.1,985,813,33,48,322,67.4,LW,81,22,0.25,0.51,0.75,0.27,0.52,2.68,19,39,58,21,97,32,54,0,55.7,40.3,15.5,4.1,2.1,6.2
357,Dougie Hamilton,28,NJD,D,62,9,21,30,-19,34,3.6,7,2,0,1,15,6,0,197,4.6,1316,1273,92,87,0,0,,1201,1089,52.4,2.7,920,824,52.8,3.6,10.3,87.1,97.4,51.6,48.4,1273,1093,20,54,402,49.0,D,62,11,0.15,0.34,0.48,0.17,0.55,3.18,9,20,29,10,80,12,90,3,51.7,49.7,2.0,2.2,1.5,3.6
358,Travis Hamonic,31,TOT,D,43,4,6,10,6,14,2.7,4,0,0,0,6,0,0,82,4.9,810,1131,93,73,0,0,,663,751,46.9,-3.2,479,541,47.0,-2.7,9.7,92.2,101.9,49.5,50.5,1131,1013,6,31,171,48.0,D,43,4,0.09,0.14,0.23,0.09,0.33,1.91,4,6,10,4,36,0,41,11,28.5,36.1,-7.6,0.4,2.3,2.7
359,Noah Hanifin,25,CGY,D,81,10,38,48,27,19,8.7,9,1,0,1,25,12,1,189,5.3,1726,1278,84,63,0,0,,1510,1196,55.8,0.4,1171,931,55.7,0.9,10.3,90.2,100.5,53.2,46.8,1278,1054,38,62,397,47.6,D,81,16,0.12,0.47,0.59,0.2,0.23,2.33,10,36,46,15,111,18,82,16,74.8,51.5,23.4,3.5,5.2,8.7
360,Joel Hanley,30,DAL,D,44,2,4,6,-13,4,0.6,2,0,0,0,4,0,0,18,11.1,525,716,43,60,0,0,,397,420,48.6,-0.4,300,312,49.0,0.6,6.7,88.1,94.7,44.5,55.5,716,675,5,14,56,32.1,D,44,2,0.05,0.09,0.14,0.05,0.09,0.41,2,4,6,2,14,0,28,1,20.2,18.7,1.5,0.1,0.4,0.6
361,Mike Hardman,22,CHI,RW,21,0,2,2,-6,11,-0.3,0,0,0,0,2,0,0,12,0.0,195,558,12,60,1,1,50.0,131,210,38.4,-9.7,91,158,36.5,-11.9,7.5,90.0,97.5,38.8,61.2,558,545,5,5,25,48.0,RW,21,1,0.0,0.1,0.1,0.03,0.52,0.57,0,2,2,1,5,0,11,0,6.2,8.2,-2.0,-0.4,0.1,-0.3
362,Jansen Harkins,24,WPG,C,77,7,6,13,-8,15,0.4,7,0,0,0,6,0,0,67,10.4,730,569,18,51,28,16,63.6,537,645,45.4,-4.6,393,496,44.2,-5.9,6.2,92.9,99.2,47.2,52.8,569,564,26,24,142,47.2,C,77,5,0.09,0.08,0.17,0.07,0.19,0.87,7,6,13,5,18,1,25,0,21.2,25.4,-4.2,-0.1,0.5,0.4
363,Thomas Harley,20,DAL,D,34,1,3,4,-4,6,0.9,1,0,0,0,3,0,0,36,2.8,465,821,30,30,0,0,,461,403,53.4,5.6,354,302,54.0,5.8,6.9,90.6,97.5,65.0,35.0,821,819,9,18,85,42.4,D,34,1,0.03,0.09,0.12,0.04,0.18,1.06,1,3,4,1,17,0,21,0,22.5,17.5,5.0,-0.1,0.9,0.9
364,Ben Harpur,27,NSH,D,19,0,1,1,-10,27,-0.4,0,0,0,0,1,0,0,13,0.0,261,824,21,36,0,0,,186,224,45.4,-7.3,144,161,47.2,-6.8,5.5,87.0,92.5,34.6,65.4,824,742,0,12,33,39.4,D,19,0,0.0,0.05,0.05,0.01,1.42,0.68,0,1,1,0,5,0,21,6,7.6,9.8,-2.2,-0.2,-0.2,-0.4
366,Jordan Harris,21,MTL,D,10,1,0,1,3,8,0.5,1,0,0,0,0,0,0,9,11.1,163,977,11,10,0,0,,117,151,43.7,-3.2,86,107,44.6,-2.1,12.5,93.6,106.1,51.3,48.7,977,933,3,8,15,60.0,D,10,1,0.1,0.0,0.1,0.05,0.8,0.9,1,0,1,1,8,0,5,0,6.0,6.9,-1.0,0.0,0.5,0.5
367,Ryan Hartman,27,MIN,RW,82,34,31,65,31,95,7.6,33,1,0,7,24,7,0,239,14.2,1491,1091,48,72,513,631,44.8,1238,1082,53.4,3.0,929,816,53.2,2.6,13.4,90.8,104.2,56.7,43.3,1091,888,35,30,421,56.8,RW,82,27,0.41,0.38,0.79,0.33,1.16,2.91,33,29,62,26,112,20,75,14,58.1,48.5,9.7,5.5,2.1,7.6
370,Garnet Hathaway,30,WSH,RW,76,14,12,26,19,57,2.9,14,0,0,4,11,0,1,124,11.3,1018,803,62,250,10,18,35.7,842,839,50.1,-0.2,670,607,52.5,1.7,9.7,93.1,102.8,28.4,71.6,803,725,23,20,197,62.9,RW,76,11,0.18,0.16,0.34,0.15,0.75,1.63,14,11,25,11,49,1,37,8,41.4,32.7,8.7,1.1,1.8,2.9
371,Erik Haula,30,BOS,LW,78,18,26,44,19,47,4.9,16,2,0,3,24,2,0,141,12.8,1177,906,36,129,434,372,53.8,974,883,52.5,-2.5,779,683,53.3,-3.0,9.2,92.4,101.6,55.9,44.1,905,801,25,21,217,65.0,LW,78,17,0.23,0.33,0.56,0.21,0.6,1.81,17,25,42,16,61,6,42,6,47.3,36.4,10.9,2.7,2.2,4.9
372,John Hayden,26,BUF,C,55,2,2,4,-12,84,-0.7,2,0,0,0,2,0,0,65,3.1,597,651,24,104,2,7,22.2,388,527,42.4,-6.4,294,413,41.6,-6.0,4.4,92.9,97.3,46.5,53.5,651,613,12,10,103,63.1,C,55,2,0.04,0.04,0.07,0.03,1.53,1.18,2,2,4,2,10,0,25,3,15.6,25.7,-10.1,-1.1,0.3,-0.7
373,Kevin Hayes,29,PHI,RW,48,10,21,31,-20,26,2.0,8,2,0,1,18,2,1,126,7.9,860,1075,12,36,260,347,42.8,599,708,45.8,-1.2,440,531,45.3,-1.8,10.2,87.3,97.6,48.1,51.9,1075,858,30,20,209,60.3,RW,48,11,0.21,0.44,0.65,0.23,0.54,2.63,10,20,30,11,43,8,61,6,26.6,33.6,-7.0,1.6,0.4,2.0
375,Barrett Hayton,21,ARI,C,60,10,14,24,-8,20,1.4,8,2,0,1,11,3,0,82,12.2,967,967,33,84,415,447,48.1,678,763,47.1,4.5,505,589,46.2,4.1,9.5,90.3,99.8,40.6,59.4,967,786,18,18,150,54.7,C,60,9,0.17,0.23,0.4,0.15,0.33,1.37,10,13,23,9,43,8,54,11,30.5,36.2,-5.6,0.6,0.8,1.4
377,Victor Hedman,31,TBL,D,82,20,65,85,26,36,13.6,14,6,0,6,33,32,0,219,9.1,2056,1505,129,93,0,0,,1560,1345,53.7,4.5,1213,1040,53.8,4.3,11.8,89.3,101.1,55.1,44.9,1505,1166,52,56,462,47.4,D,82,28,0.24,0.79,1.04,0.35,0.44,2.67,19,62,81,27,160,51,101,18,78.7,62.4,16.3,7.6,6.0,13.6
378,Danton Heinen,26,PIT,C,76,18,15,33,6,16,3.5,15,3,0,1,14,1,0,138,13.0,966,763,33,66,0,4,0.0,850,724,54.0,2.7,665,539,55.2,2.9,9.4,90.0,99.5,57.7,42.3,763,692,36,24,217,63.6,C/LW,76,14,0.24,0.2,0.43,0.18,0.21,1.82,17,14,31,13,50,4,40,0,42.0,35.0,7.0,2.2,1.3,3.5
379,Ville Heinola,20,WPG,D,12,0,5,5,-2,10,0.5,0,0,0,0,5,0,0,25,0.0,179,894,7,9,0,0,,144,153,48.5,-2.2,117,125,48.3,-3.1,8.5,90.3,98.9,52.1,47.9,894,849,5,5,44,56.8,D,12,1,0.0,0.42,0.42,0.11,0.83,2.08,0,5,5,1,7,0,9,0,6.7,7.0,-0.3,0.3,0.2,0.5
380,Miro Heiskanen,22,DAL,D,70,5,31,36,3,24,6.6,2,3,0,1,23,8,0,156,3.2,1742,1493,92,52,0,0,,1371,1272,51.9,3.9,1027,954,51.8,3.7,7.8,91.8,99.7,49.8,50.2,1493,1256,45,84,312,50.0,D,70,11,0.07,0.44,0.51,0.16,0.34,2.23,5,29,34,11,80,18,70,11,64.1,53.6,10.5,1.8,4.9,6.6
381,Darren Helm,35,COL,C,68,7,8,15,-5,14,0.6,6,0,1,1,7,0,1,93,7.5,717,633,27,114,103,130,44.2,531,541,49.5,-3.7,377,412,47.8,-4.7,6.1,91.3,97.5,35.0,65.0,633,514,25,7,146,63.7,C/LW,68,6,0.1,0.12,0.22,0.09,0.21,1.37,7,8,15,6,22,0,40,13,22.0,24.1,-2.2,0.1,0.4,0.6
382,Adam Henrique,31,ANA,C,58,19,23,42,-2,14,4.4,13,6,0,0,18,5,0,141,13.5,1010,1045,47,22,276,221,55.5,825,820,50.2,4.0,626,638,49.5,3.8,11.6,88.1,99.7,43.6,56.4,1045,909,18,20,233,60.5,C,58,17,0.33,0.4,0.72,0.28,0.24,2.43,18,22,40,16,71,19,54,0,42.8,38.2,4.5,3.1,1.3,4.4
384,Tomas Hertl,28,SJS,C,82,30,34,64,-9,30,6.6,24,6,0,6,23,10,1,205,14.6,1635,1196,57,105,769,697,52.5,1262,1289,49.5,5.6,936,953,49.6,4.0,11.2,88.6,99.8,46.2,53.8,1196,954,65,31,364,56.3,C,82,25,0.37,0.41,0.78,0.31,0.37,2.5,29,32,61,25,105,28,101,15,58.6,58.4,0.2,4.5,2.2,6.6
386,Matthew Highmore,25,VAN,LW,46,5,7,12,1,14,0.8,4,1,0,0,7,0,0,61,8.2,584,762,38,41,3,5,37.5,388,528,42.4,-9.0,294,366,44.5,-6.3,8.5,93.4,101.8,40.3,59.7,762,690,16,6,95,64.2,LW,46,5,0.11,0.15,0.26,0.1,0.3,1.33,5,7,12,5,19,1,23,6,17.0,21.7,-4.7,0.0,0.7,0.8
388,Vinnie Hinostroza,27,BUF,C,62,13,12,25,-11,24,2.1,12,1,0,2,12,0,0,92,14.1,860,832,13,25,12,16,42.9,690,698,49.7,1.4,518,563,47.9,0.2,8.3,89.7,98.0,51.7,48.3,832,797,22,26,154,59.7,C,62,10,0.21,0.19,0.4,0.17,0.39,1.48,13,11,24,10,33,1,46,3,28.2,34.6,-6.4,1.3,0.7,2.1
389,Roope Hintz,25,DAL,LW,80,37,35,72,15,28,8.9,25,9,3,7,19,15,1,213,17.4,1443,1082,53,82,357,317,53.0,1229,1042,54.1,7.5,924,774,54.4,7.7,10.8,90.0,100.7,60.3,39.7,1082,860,24,49,367,58.0,LW,80,29,0.46,0.44,0.9,0.36,0.35,2.66,36,33,69,29,108,33,69,9,61.4,43.4,18.1,6.4,2.5,8.9
390,Taro Hirose,25,DET,LW,15,1,3,4,-5,4,0.0,0,1,0,0,2,1,0,10,10.0,160,640,2,9,1,1,50.0,91,117,43.8,-3.3,66,91,42.0,-3.3,9.8,88.4,98.2,38.1,61.9,640,541,3,4,19,52.6,LW,15,1,0.07,0.2,0.27,0.09,0.27,0.67,1,3,4,1,7,2,10,0,3.7,6.2,-2.5,0.0,0.0,0.0
391,Nico Hischier,23,NJD,C,70,21,39,60,-1,17,5.6,17,4,0,2,29,8,2,153,13.7,1354,1161,48,50,730,672,52.1,1012,937,51.9,1.8,778,699,52.7,3.0,10.5,89.0,99.5,48.1,51.9,1161,888,45,31,270,56.7,C,70,22,0.3,0.56,0.86,0.31,0.24,2.19,20,37,57,21,83,23,81,20,48.2,38.6,9.6,4.1,1.5,5.6
393,Mike Hoffman,32,MTL,C,67,15,20,35,-24,32,2.2,11,4,0,3,11,9,0,154,9.7,1142,1023,29,27,12,8,60.0,807,910,47.0,-0.4,589,658,47.2,0.4,8.2,88.0,96.2,49.2,50.8,1023,858,32,46,285,54.0,C/LW,67,14,0.22,0.3,0.52,0.2,0.48,2.3,15,19,34,13,55,18,61,0,32.9,41.9,-9.0,1.7,0.5,2.2
394,Gregory Hofmann,29,CBJ,C,24,2,5,7,6,8,0.6,2,0,0,2,5,0,0,33,6.1,300,750,10,23,0,8,0.0,240,268,47.2,-2.5,181,199,47.6,-0.5,10.6,94.6,105.2,48.1,51.9,750,702,7,9,51,64.7,C,24,2,0.08,0.21,0.29,0.1,0.33,1.38,2,5,7,2,14,0,8,0,11.2,11.9,-0.7,0.0,0.5,0.6
396,Nils Hoglander,21,VAN,LW,60,10,8,18,-6,24,1.3,9,1,0,0,6,2,0,132,7.6,785,785,16,41,0,1,0.0,733,639,53.4,4.4,544,492,52.5,3.1,5.9,92.8,98.7,52.0,48.0,785,725,25,25,190,69.5,LW,60,8,0.17,0.13,0.3,0.13,0.4,2.2,10,8,18,8,28,4,30,0,34.9,33.7,1.1,0.5,0.7,1.3
397,Nick Holden,34,OTT,D,76,5,14,19,0,12,4.2,5,0,0,1,14,0,0,75,6.7,1509,1191,112,115,0,1,0.0,1089,1249,46.6,-2.7,825,933,46.9,-2.3,9.0,91.7,100.8,34.9,65.1,1191,995,16,48,169,44.4,D,76,7,0.07,0.18,0.25,0.09,0.16,0.99,5,13,18,6,57,0,91,34,49.5,57.5,-8.0,0.5,3.7,4.2
398,Justin Holl,30,TOR,D,69,3,20,23,14,41,4.1,2,0,1,1,18,0,2,64,4.7,1394,1212,104,129,0,0,,1149,1085,51.4,-2.5,869,816,51.6,-1.8,10.0,90.9,100.9,45.8,54.2,1212,1059,18,56,128,50.0,D,69,7,0.04,0.29,0.33,0.1,0.59,0.93,3,19,22,7,71,1,77,21,57.4,49.2,8.2,0.8,3.3,4.1
400,Patric Hornqvist,35,FLA,RW,65,11,17,28,-5,19,1.8,8,3,0,0,13,4,0,165,6.7,824,760,23,112,8,13,38.1,761,580,56.7,-0.4,568,429,57.0,0.1,8.4,88.3,96.7,47.1,52.9,760,632,24,14,240,68.8,RW,65,11,0.17,0.26,0.43,0.16,0.29,2.54,11,16,27,10,48,13,40,0,36.0,25.8,10.2,1.5,0.3,1.8
401,Bo Horvat,26,VAN,C,70,31,21,52,3,40,6.0,17,13,1,4,15,6,0,194,16.0,1366,1171,45,96,841,634,57.0,1047,974,51.8,2.3,796,746,51.6,2.1,8.0,91.4,99.3,45.7,54.3,1169,903,32,25,304,64.1,C,70,23,0.44,0.3,0.74,0.32,0.57,2.77,30,20,50,22,95,43,64,15,45.2,43.0,2.3,4.3,1.7,6.0
402,Brett Howden,23,VEG,C,47,9,11,20,9,12,2.3,9,0,0,2,9,0,2,39,23.1,501,639,36,62,140,151,48.1,419,442,48.7,-3.8,321,311,50.8,-2.4,11.2,91.7,102.9,50.0,50.0,639,610,13,14,69,56.5,C,47,8,0.19,0.23,0.43,0.17,0.26,0.83,9,10,19,8,27,0,21,3,19.8,18.4,1.4,1.5,0.8,2.3
403,Filip Hronek,24,DET,D,78,5,33,38,-29,36,3.7,3,2,0,0,28,5,0,133,3.8,1718,1322,81,70,0,0,,1171,1370,46.1,-0.3,888,1081,45.1,-1.0,9.9,88.7,98.6,47.4,52.6,1322,1113,16,46,280,47.5,D,78,12,0.06,0.42,0.49,0.15,0.46,1.71,5,31,36,11,77,11,116,21,56.1,71.7,-15.6,2.1,1.6,3.7
404,Jonathan Huberdeau,28,FLA,LW,80,30,85,115,35,54,11.9,22,5,3,7,50,33,2,222,13.5,1554,1165,28,99,18,36,33.3,1199,894,57.3,0.7,910,704,56.4,-0.2,12.8,89.0,101.8,70.2,29.8,1165,833,63,85,344,64.5,LW,80,39,0.38,1.06,1.44,0.49,0.68,2.78,29,81,110,38,149,51,79,16,62.3,47.2,15.1,9.6,2.3,11.9
